fecha,tipo,subtipo,subtipo_normalizado,ciudad,calle,lat,lon
2025-04-28 00:11:57,Conversación,,Otro,Quilicura,Juan Larenas,-33.374451,-70.720015
2025-01-20 04:44:57,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Cerro Navia,Vicuña Rozas,-33.433054,-70.725365
2024-06-26 21:09:19,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,El Pino,-33.383031,-70.68181
2025-04-28 00:15:00,Peligro,HAZARD_ON_ROAD,Otro,Huechuraba,El Pórtico,-33.363656,-70.672885
2025-04-28 00:07:16,Peligro,HAZARD_ON_SHOULDER_CAR_STOPPED,Otro,El Bosque,Indio Jerónimo,-33.549256,-70.687681
2025-04-27 23:58:23,Peligro,HAZARD_ON_SHOULDER_CAR_STOPPED,Otro,Santiago,,-33.432488,-70.680573
2024-06-06 13:21:44,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,Av. Independencia,-33.396926,-70.670756
2025-04-28 00:10:41,Policía,,Otro,Quilicura,Juan Larenas,-33.37417,-70.719827
2025-01-20 04:44:57,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Cerro Navia,Vicuña Rozas,-33.43366,-70.722512
2025-04-28 00:00:29,Peligro,HAZARD_ON_ROAD_CONSTRUCTION,Otro,Quinta Normal,Nueva Imperial,-33.444789,-70.693849
2025-04-27 23:47:16,Peligro,HAZARD_ON_ROAD,Otro,Quinta Normal,Radal,-33.436372,-70.704131
2024-06-06 13:26:53,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,Av. Independencia,-33.39572,-70.671918
2025-01-20 04:44:57,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Cerro Navia,Vicuña Rozas,-33.433054,-70.725365
2025-04-27 21:17:01,Peligro,HAZARD_ON_ROAD_POT_HOLE,Hueco,Quinta Normal,Mapocho,-33.427292,-70.710443
2025-01-20 04:44:57,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Cerro Navia,Vicuña Rozas,-33.43366,-70.722512
2024-12-17 14:59:07,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,Negrete,-33.396267,-70.671402
2024-06-06 13:26:54,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,Av. Independencia,-33.389988,-70.67584
2025-04-28 00:17:28,Tráfico,,Otro,Estación Central,Av. Libertador Bernardo O'Higgins,-33.45609,-70.699889
2025-04-27 23:56:08,Peligro,HAZARD_ON_ROAD,Otro,Quinta Normal,Radal,-33.436172,-70.704228
2025-04-28 00:12:04,Tráfico,JAM_STAND_STILL_TRAFFIC,Atasco,Lo Prado,Salida Teniente Cruz,-33.4551,-70.728916
2025-02-13 14:08:59,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Santiago,Salvador Sanfuentes,-33.451759,-70.675228
2024-06-06 13:26:55,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,Av. Independencia,-33.393395,-70.673548
2025-01-20 04:44:57,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Cerro Navia,Vicuña Rozas,-33.432519,-70.728094
2025-01-20 04:44:57,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Cerro Navia,Vicuña Rozas,-33.433525,-70.723054
2024-06-06 13:23:34,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,Av. Independencia,-33.388947,-70.677101
2025-01-20 04:44:57,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Cerro Navia,Vicuña Rozas,-33.433864,-70.721805
2024-06-06 13:26:54,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,Av. Independencia,-33.392827,-70.673901
2025-04-28 00:06:44,Tráfico,JAM_STAND_STILL_TRAFFIC,Atasco,Lo Espejo,Av. Presidente José Joaquín Prieto Vial,-33.531784,-70.681661
2024-06-06 13:21:43,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,Av. Independencia,-33.397088,-70.670678
2025-04-28 00:18:07,Policía,,Otro,Quilicura,Pedro Riveros,-33.379658,-70.725115
2025-04-27 23:38:30,Peligro,HAZARD_ON_ROAD_POT_HOLE,Hueco,La Cisterna,Av. El Parrón,-33.523286,-70.670427
2025-03-03 13:05:49,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,,-33.383938,-70.68079
2025-03-03 13:05:26,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,,-33.384003,-70.680889
2025-01-20 04:44:56,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Cerro Navia,Vicuña Rozas,-33.432738,-70.726965
2024-06-26 21:09:10,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,El Pino,-33.382993,-70.681648
2024-06-06 13:26:54,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,Av. Independencia,-33.390448,-70.675448
2025-04-28 00:14:07,Policía,,Otro,Lo Prado,Av. María Rozas Velásquez,-33.455531,-70.70587
2024-08-23 21:43:50,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,Bartolomé Mandujano,-33.397073,-70.670914
2024-06-06 13:23:34,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,Av. Independencia,-33.388526,-70.677877
2025-04-28 00:03:16,Policía,,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.448848,-70.670992
2024-06-06 13:26:54,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,Av. Independencia,-33.394605,-70.672736
2024-06-06 13:21:44,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Conchalí,Av. Fermín Vivaceta,-33.385238,-70.679925
2025-04-28 00:00:35,Peligro,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Otro,Huechuraba,Av. Américo Vespucio,-33.376721,-70.655183
2025-04-28 00:18:47,Tráfico,JAM_HEAVY_TRAFFIC,Atasco,Providencia,Av. Suecia,-33.420851,-70.60804
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.44559,-70.659273
2025-04-28 00:04:28,Peligro,HAZARD_ON_ROAD_CONSTRUCTION,Otro,La Cisterna,Av. Las Brisas,-33.533713,-70.661363
2025-04-27 23:47:50,Tráfico,JAM_STAND_STILL_TRAFFIC,Atasco,Santiago,Santa Isabel,-33.453145,-70.656178
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.44668,-70.661444
2025-04-28 00:09:08,Peligro,HAZARD_ON_SHOULDER_CAR_STOPPED,Otro,Santiago,Santa Isabel,-33.448645,-70.636922
2025-04-27 23:52:37,Conversación,,Otro,Macul,,-33.508107,-70.613127
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445298,-70.658021
2025-04-28 00:11:48,Peligro,HAZARD_ON_ROAD,Otro,Santiago,Av. 10 de Julio Huamachuco,-33.451635,-70.633426
2025-04-28 00:17:58,Conversación,,Otro,Santiago,San Ignacio de Loyola,-33.446129,-70.657248
2025-04-27 23:34:37,Peligro,HAZARD_ON_ROAD_POT_HOLE,Hueco,Recoleta,Profesor Zañartu,-33.417672,-70.651306
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445313,-70.655606
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.447197,-70.663675
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.447716,-70.66759
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.44766,-70.667388
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445708,-70.657206
2025-04-27 23:58:10,Peligro,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Otro,Providencia,Av. Francisco Bilbao,-33.440547,-70.622438
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.444874,-70.653949
2025-04-27 23:14:54,Peligro,HAZARD_ON_ROAD_CONSTRUCTION,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.444591,-70.654735
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.44628,-70.662109
2025-04-27 23:54:02,Peligro,HAZARD_WEATHER_FLOOD,Otro,La Cisterna,Av. Fernández Albano,-33.526228,-70.647355
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.444932,-70.654177
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.447617,-70.665788
2025-04-28 00:16:13,Policía,,Otro,Providencia,Nueva Los Leones,-33.418402,-70.60814
2025-04-28 00:15:43,Tráfico,JAM_HEAVY_TRAFFIC,Atasco,Pedro Aguirre Cerda,Av. Presidente José Joaquín Prieto Vial,-33.489022,-70.661105
2025-04-28 00:14:11,Peligro,HAZARD_ON_ROAD_OBJECT,Otro,San Miguel,Gauss,-33.499386,-70.658947
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446883,-70.664472
2025-04-27 23:53:29,Peligro,HAZARD_ON_ROAD_POT_HOLE,Hueco,La Cisterna,21 de Mayo,-33.544255,-70.668246
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.44576,-70.657417
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445925,-70.660699
2025-04-28 00:00:49,Tráfico,JAM_HEAVY_TRAFFIC,Atasco,La Pintana,Av. Santa Rosa,-33.569792,-70.630242
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.447238,-70.665867
2025-04-27 23:23:28,Peligro,HAZARD_ON_ROAD_CONSTRUCTION,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.444867,-70.655994
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446914,-70.664589
2025-04-27 23:31:04,Peligro,HAZARD_ON_SHOULDER_CAR_STOPPED,Otro,Providencia,Av. Santa María,-33.422254,-70.619225
2025-04-27 23:53:37,Policía,POLICE_WITH_MOBILE_CAMERA,Otro,La Cisterna,Av. Fernández Albano,-33.526228,-70.647352
2025-04-27 23:56:11,Accidente,,Otro,La Granja,Quilpué,-33.529249,-70.621713
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445813,-70.660252
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.447172,-70.665609
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445611,-70.659366
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.447374,-70.666404
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445895,-70.660582
2025-04-28 00:07:09,Tráfico,,Otro,San Joaquín,Av. Departamental,-33.508136,-70.614461
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.44627,-70.65957
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446029,-70.661116
2025-04-28 00:08:36,Tráfico,JAM_HEAVY_TRAFFIC,Atasco,Santiago,Viel,-33.460783,-70.656431
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.44513,-70.657279
2025-04-18 05:36:09,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,La Cisterna,Av. Ossa,-33.538878,-70.664578
2025-04-27 23:49:39,Conversación,,Otro,Santiago,José Miguel de la Barra,-33.434911,-70.642865
2025-04-28 00:04:24,Peligro,HAZARD_ON_ROAD_OBJECT,Otro,Ñuñoa,Av. Vicuña Mackenna,-33.463437,-70.627431
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.444463,-70.654172
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446785,-70.664083
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445942,-70.660766
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.444328,-70.653586
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446748,-70.661748
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.444772,-70.65554
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446109,-70.661447
2025-04-28 00:10:33,Policía,,Otro,La Pintana,Fresia,-33.597031,-70.648015
2025-04-21 21:39:00,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Providencia,Retorno a Providencia,-33.436789,-70.634763
2025-04-27 23:46:26,Peligro,HAZARD_ON_ROAD,Otro,Huechuraba,Av. del Parque,-33.394216,-70.621045
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445259,-70.655395
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.447403,-70.666507
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.447463,-70.664854
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446171,-70.661693
2025-04-28 00:17:29,Peligro,HAZARD_ON_ROAD_POT_HOLE,Hueco,Providencia,Av. Providencia,-33.424263,-70.613235
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.444629,-70.654905
2025-04-28 00:13:14,Policía,,Otro,Santiago,Av. Brasil,-33.443239,-70.665132
2025-04-27 23:35:27,Peligro,HAZARD_ON_ROAD,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445811,-70.660243
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446181,-70.66173
2025-04-28 00:13:11,Tráfico,,Otro,La Pintana,Av. Santa Rosa,-33.576761,-70.629632
2025-04-28 00:19:10,Peligro,HAZARD_ON_ROAD,Otro,La Florida,El Guerrillero,-33.541766,-70.609861
2025-04-27 23:56:18,Peligro,HAZARD_ON_ROAD,Otro,Huechuraba,Condominio Bosques de la Pirámide,-33.385657,-70.609316
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446398,-70.66256
2025-03-19 19:35:54,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Providencia,Ramón Carnicer,-33.437236,-70.634222
2025-04-02 12:21:11,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Providencia,General Bustamante,-33.437467,-70.632905
2025-04-27 23:59:11,Policía,,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.447539,-70.666969
2025-04-27 23:27:15,Cierre de camino,,Otro,La Cisterna,Ciencias,-33.523927,-70.665169
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.447282,-70.666042
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445424,-70.658571
2025-04-28 00:08:20,Peligro,HAZARD_ON_SHOULDER_CAR_STOPPED,Otro,Ñuñoa,San Eugenio,-33.465635,-70.623958
2025-04-28 00:13:52,Peligro,HAZARD_ON_SHOULDER_CAR_STOPPED,Otro,Recoleta,Bellavista,-33.43469,-70.638411
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.44464,-70.653002
2025-04-28 00:14:13,Tráfico,JAM_HEAVY_TRAFFIC,Atasco,Santiago,Av. Libertador Bernardo O'Higgins,-33.444929,-70.656295
2025-04-28 00:15:15,Policía,,Otro,Providencia,Nueva Los Leones,-33.418354,-70.608233
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446013,-70.661054
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445034,-70.65681
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.444497,-70.654319
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.447909,-70.667402
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445996,-70.658349
2025-04-27 23:50:04,Tráfico,JAM_HEAVY_TRAFFIC,Atasco,Santiago,Santa Isabel,-33.45158,-70.649075
2025-04-27 23:50:17,Tráfico,JAM_STAND_STILL_TRAFFIC,Atasco,San Joaquín,Av. Vicuña Mackenna,-33.495303,-70.616824
2025-04-27 23:49:28,Peligro,HAZARD_ON_ROAD,Otro,San Ramón,Aníbal Zañartu,-33.536399,-70.645638
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445483,-70.65882
2024-10-18 18:16:07,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,La Cisterna,Ernesto Riquelme,-33.545833,-70.667899
2025-04-27 23:57:10,Peligro,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Otro,San Joaquín,San Juan,-33.49626,-70.618103
2025-04-18 05:36:10,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,La Cisterna,Av. Ossa,-33.539187,-70.663019
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.444225,-70.653137
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445501,-70.656368
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.44569,-70.659719
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446707,-70.663774
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445099,-70.654799
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.447544,-70.66699
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446548,-70.663149
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446421,-70.662649
2025-04-27 23:53:10,Peligro,HAZARD_ON_SHOULDER_CAR_STOPPED,Otro,Santiago,Av. Pedro Montt,-33.473219,-70.655513
2025-04-27 23:55:16,Conversación,,Otro,Pedro Aguirre Cerda,Av. Presidente José Joaquín Prieto Vial,-33.494802,-70.663791
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446675,-70.663651
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446052,-70.658586
2025-04-27 23:58:42,Tráfico,JAM_HEAVY_TRAFFIC,Atasco,Santiago,Av. Libertador Bernardo O'Higgins,-33.443989,-70.650635
2025-04-28 00:09:17,Tráfico,,Otro,San Joaquín,Av. Departamental,-33.507638,-70.622732
2025-04-28 00:16:19,Peligro,HAZARD_ON_ROAD,Otro,El Bosque,Jorge Luco,-33.55852,-70.665373
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.447815,-70.666951
2025-04-27 23:51:55,Peligro,HAZARD_ON_ROAD,Otro,Macul,,-33.508108,-70.613183
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.447066,-70.665194
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446934,-70.662562
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.446526,-70.660719
2024-11-26 19:19:43,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Santiago,,-33.436674,-70.634416
2025-04-27 23:46:57,Tráfico,,Otro,Santiago,Santa Isabel,-33.452941,-70.657448
2025-04-28 00:13:36,Peligro,HAZARD_ON_SHOULDER_CAR_STOPPED,Otro,Providencia,Av. Providencia,-33.430118,-70.622491
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.44494,-70.656352
2025-04-28 00:16:48,Policía,,Otro,Santiago,Pedro Lagos,-33.466135,-70.648924
2025-04-28 00:18:49,Peligro,HAZARD_ON_ROAD,Otro,Santiago,Av. 10 de Julio Huamachuco,-33.451647,-70.633178
2025-04-22 13:00:00,Peligro,HAZARD_ON_ROAD_LANE_CLOSED,Otro,Santiago,Av. Libertador Bernardo O'Higgins,-33.445776,-70.660096
2025-04-28 00:03:52,Conversación,,Otro,Peñalolén,Av. Quilín,-33.490603,-70.576204
2025-04-28 00:02:58,Tráfico,,Otro,La Florida,Av. Vicuña Mackenna Poniente,-33.520265,-70.602165
2025-04-28 00:07:34,Policía,,Otro,La Reina,Av. Francisco Bilbao,-33.429823,-70.546882
2025-04-27 23:47:50,Tráfico,JAM_HEAVY_TRAFFIC,Atasco,Las Condes,Av. Francisco Bilbao,-33.431143,-70.573393
2025-04-27 23:59:22,Policía,,Otro,Ñuñoa,Av. Irarrázaval,-33.454953,-70.59759
2025-04-28 00:09:40,Policía,,Otro,Ñuñoa,Presidente José Batlle y Ordóñez,-33.45065,-70.586969
2025-04-27 23:48:30,Peligro,HAZARD_ON_ROAD_POT_HOLE,Hueco,La Florida,Alicahue,-33.536288,-70.564733
2025-04-28 00:03:01,Tráfico,JAM_HEAVY_TRAFFIC,Atasco,Las Condes,Av. Alonso de Córdova,-33.408195,-70.567514
2025-04-28 00:15:06,Tráfico,,Otro,Las Condes,Av. Alonso de Córdova,-33.405918,-70.578321
2025-04-28 00:13:35,Policía,,Otro,Ñuñoa,Av. Chile - España,-33.454787,-70.598362
2025-04-28 00:15:41,Peligro,HAZARD_ON_ROAD_TRAFFIC_LIGHT_FAULT,Otro,Ñuñoa,Presidente José Batlle y Ordóñez,-33.453107,-70.582486
2025-04-27 23:56:01,Peligro,HAZARD_ON_ROAD,Otro,La Reina,Acceso Parque Padre Hurtado,-33.430177,-70.547708
2025-04-27 23:48:41,Accidente,,Otro,Macul,Av. Macul,-33.498106,-70.597077
2025-04-27 23:45:42,Accidente,,Otro,Macul,Av. Macul,-33.498407,-70.596848
2025-04-27 23:52:21,Peligro,HAZARD_ON_SHOULDER_CAR_STOPPED,Otro,Peñalolén,San Luis de Macul,-33.505736,-70.587426
2025-04-28 00:14:12,Conversación,,Otro,Macul,Ramón Toro Ibáñez,-33.499004,-70.596757
2025-04-27 23:50:54,Policía,,Otro,Puente Alto,Av. El Peñón,-33.579668,-70.558897
2025-04-28 00:17:29,Tráfico,,Otro,Ñuñoa,Av. Ossa,-33.44283,-70.572612
2025-04-03 19:14:41,Cierre de camino,ROAD_CLOSED_EVENT,Calle Cerrada,Ñuñoa,Romeo Salinas,-33.437786,-70.574362
2025-04-28 00:07:25,Policía,,Otro,Puente Alto,,-33.597262,-70.579768
2025-04-27 23:57:06,Tráfico,JAM_HEAVY_TRAFFIC,Atasco,Peñalolén,Av. Américo Vespucio,-33.463307,-70.574131
2025-04-28 00:18:38,Policía,,Otro,La Florida,Av. Perú,-33.539653,-70.585685
2025-04-28 00:06:26,Policía,,Otro,La Reina,Av. Francisco Bilbao,-33.4302,-70.550226
2025-04-27 23:59:47,Tráfico,JAM_HEAVY_TRAFFIC,Atasco,Puente Alto,Av. Gabriela Poniente,-33.58105,-70.594502
2025-04-28 00:12:53,Tráfico,JAM_HEAVY_TRAFFIC,Atasco,La Florida,Av. Departamental,-33.510288,-70.590848
2025-04-28 00:02:28,Tráfico,JAM_HEAVY_TRAFFIC,Atasco,La Reina,Av. Ossa,-33.447384,-70.571604
2025-04-27 23:41:31,Policía,,Otro,Puente Alto,Av. El Peñón,-33.579645,-70.558393
2025-04-27 23:57:15,Peligro,HAZARD_WEATHER,Otro,Providencia,Diagonal Oriente Interior,-33.445318,-70.607208
2025-04-28 00:18:51,Policía,,Otro,La Florida,Enrique Olivares,-33.539693,-70.585585
2025-04-28 00:08:51,Tráfico,,Otro,La Florida,Av. Vicuña Mackenna,-33.538724,-70.59163
